flare_date,flare_longitude,flare_magnitude,flare_class,cme_date,cme_speed,cme_width,peak_flux_10,peak_flux_30,peak_flux_100,peak_flux_300
2017-04-02 18:18:00,68.0,2.1e-05,M2.1,2017-04-02 19:24:00,500.0,88.0,2.544,1.636,0.8489,0.3964
2017-04-03 00:56:00,75.0,1.2e-05,M1.2,2017-04-03 01:36:00,268.0,46.0,2.413,1.636,0.8238,0.1826031636363636
2017-04-03 04:55:00,72.0,5.7e-06,C5.7,2017-04-03 05:48:00,497.0,8.0,2.413,1.636,0.8238,0.1784744298245614
2017-04-03 14:19:00,80.0,5.8e-05,M5.8,2017-04-03 14:48:00,471.0,80.0,2.413,1.636,0.8238,0.3882
2017-04-03 20:07:00,77.0,5e-06,C5.0,2017-04-03 22:12:00,185.0,26.0,2.413,1.584,0.8412,0.16884758771929823
2017-04-04 07:02:00,85.0,3.7e-06,C3.7,2017-04-04 07:00:00,487.0,72.0,2.349,1.539,0.8412,0.4244
2017-04-04 21:31:00,48.0,2.1e-06,C2.1,2017-04-04 22:36:00,341.0,70.0,2.349,1.593,0.816,0.3767
2017-04-05 08:37:00,53.0,1e-06,C1.0,2017-04-05 10:48:00,332.0,19.0,2.349,1.543,0.7879,0.3808
2017-04-18 19:21:00,-77.0,5.5e-06,C5.5,2017-04-18 19:48:00,926.0,360.0,2.637,1.7,0.9091,0.4276
2017-06-01 06:53:00,-79.0,1.4e-06,C1.4,2017-06-01 08:24:00,285.0,59.0,2.462,1.734,0.6208388888888888,0.6204
2017-06-01 09:22:00,-81.0,2.5e-06,C2.5,2017-06-01 12:00:00,304.0,53.0,2.461,1.734,1.04,0.29
2017-06-02 17:50:00,-62.0,8e-06,C8.0,2017-06-02 18:36:00,456.0,42.0,2.548,1.797,1.106,0.6215
2017-06-05 09:36:00,75.0,1.2e-06,C1.2,2017-06-05 12:12:00,283.0,44.0,2.515,1.681,1.039,0.5933
