Egun_MeV,Edep_Kapton_foil0_MeV,Edep_Si_side0_MeV,Edep_Scintillator_MeV
13.700178933181322,0.03145931014341468,0.0,0.0
18.84438721906208,0.03486291308956763,0.0,5.284329739311141
9.122388975814484,0.0380942429579878,0.0,0.0
28.548467683735677,0.028031971684934757,0.0,0.0
26.517286677952686,0.01597162424241803,0.0,20.007132550555987
8.766461864091536,0.055159178440063995,0.0,0.0
22.161015872630436,0.41654660355647444,0.0,0.0
29.903894250513787,0.01759815082377278,0.5018283739054856,29.361003675451283
3.8460034629686453,0.09507706668208968,0.0,0.0
6.46412468684988,0.05896958978744652,0.0,0.0
25.229399409720077,0.07748064631814809,0.0,0.0
12.422780776270931,0.030320166637463546,0.0,0.0
6.151232227677491,0.06264809745915792,0.0,0.0
22.53302489761507,0.01984421310617824,0.0,9.209920192535435
13.591209856585293,0.03846576313764176,0.0,0.0
12.183797245279212,0.04521220893140904,0.0,0.0
3.5870076002110536,0.12152974139994174,0.0,0.0
25.199951792288168,0.03270829328834015,0.5818970542818336,24.56338647886926
0.8951116220208553,0.4609259913775147,0.0,0.0
9.270889639925421,0.03964012738808566,0.0,0.0
14.809587418703735,0.031049540419014674,0.0,13.752097181463594
6.745796725270621,0.07435336171858813,0.0,0.0
29.423138312157953,0.03161945309703677,0.0,0.0
22.804178558600643,0.01892222657847132,0.0,0.0
11.562404263171423,0.03948443852414593,0.0,0.0
23.458182190510684,0.016646876035797644,0.6832618878266717,22.72472845994822
27.456110645268264,0.03341976291192208,0.0,0.0
17.733885736316918,0.03281802993306448,0.0,0.0
27.685619828178382,0.04010083768473852,0.0,0.0
26.942721490140098,0.01848790656370854,0.0,26.209785852370043
5.782597442256001,0.0743987323024169,0.0,3.2625342341080317
7.103193964579125,0.05413803394253361,0.0,0.0
17.583480264390744,0.0275169688035029,0.0,0.0
29.545216437982102,0.016007274850747932,0.0,22.0814941596194
5.872329977847314,0.055308007717299885,0.0,0.0
19.626827418453527,0.022363962523065273,0.0,18.819161808299597
27.277447793033645,0.025378556405425946,0.0,19.060282573345248
26.200435380083434,0.02117783726202997,0.0,25.29071837135434
24.569976416815972,0.018776651150500537,0.0,19.80975026827125
28.650098606550014,0.07068642744947441,0.0,20.779654645976112
23.302753521159577,0.017772868360539464,0.6575743570227663,22.59627934658963
7.261323275359742,0.0570488050056621,0.0,0.0
7.242651317923381,0.060229428937043854,0.0,0.0
4.26677853693068,0.07752906695017821,4.093339308157688,0.0
9.316524242104274,0.04442183341733677,0.0,0.0
17.227693138830467,0.04509529766386271,0.0,0.0
2.751566811353037,0.1320454468339359,0.0,0.0
22.290636482915826,0.12409984868578405,0.0,0.0
16.288974393082775,0.029729231245989116,0.0,0.0
24.00970518632775,0.020706053478729655,0.0,0.0
22.740081036802028,0.01977759770721746,0.0,12.16546225398522
26.966438434270568,0.033506544705054486,0.0,0.0
29.694648733200204,0.013563136655639348,0.0,22.158885389270935
12.290722592119621,0.03520404854673068,1.09026977320698,11.122117980729001
18.089652054967054,0.02993361724898341,0.0,2.3182106631219206
26.112663987869315,0.012713572023377835,0.0,0.0
1.2538761004497398,0.2841797994212067,0.0,0.0
26.31528174706707,0.019088136051659734,0.0,17.69275560406583
16.70051319094687,0.028564769047920376,0.0,0.0
5.671154935689229,0.07506351160308028,0.0,0.0
18.768461166683025,0.05129566365705929,1.0957954081528483,15.769694597832547
23.845786301635144,0.020001582756297934,0.0,14.286494124417048
29.138193135291555,0.03802362440806624,0.0,0.0
17.536844815724294,0.03574573600851453,0.0,10.809960966549328
23.97537445314071,0.01659365998039172,0.0,0.0
11.467789676047268,0.03834820389346869,0.0,0.0
3.382585943301289,0.11713599330758188,0.0,0.0
26.650220116717573,0.02986342012391199,0.0,0.0
24.744089868846412,0.044329824638457645,0.0,0.0
25.62777361413888,0.07158609451829384,0.0,0.0
10.466026551963362,0.03384051145838158,1.341144781366639,9.003034129207183
11.857565673849958,0.046782084434284554,0.0,0.0
21.767323823324464,0.028714045527847887,0.0,0.0
7.933202935584743,0.057445948303950806,0.0,0.0
14.898933355082642,0.02724356340778106,0.0,6.546567384908541
23.75903727230029,0.030244254797280917,0.7218816277410667,22.980454120671265
27.528667328947733,0.03679963157928301,0.0,0.0
8.271038814144406,0.05504475657723606,0.0,0.0
6.675589967200834,0.0625383170172604,0.0,0.0
22.765154100294342,0.026260720882817272,0.0,12.179791136949794
6.368309807066011,0.07135800928416484,0.0,0.0
24.358828110980728,0.01481287481037154,0.0,9.35224346496877
4.86972375776439,0.08264277639652558,0.0,0.0
24.902303280475635,0.02664459825902751,0.0,15.857831282998283
21.956379938655882,0.3376386463403228,0.0,0.0
28.59365033253846,0.015798235143886605,0.0,20.917536303629053
1.3775916959925008,0.2635479664381353,0.0,0.0
2.429900999134689,0.1529776842362894,0.0,0.0
15.719316626495688,0.0250939078893425,0.0,0.0
1.1630342222728227,0.30485129277378314,0.0,0.0
13.315399513602454,0.027168744990619283,0.0,0.0
20.658790319538124,0.02288830710834189,0.0,9.019880389596157
1.8824037379360816,0.18082419167285807,0.0,0.0
17.456691604192713,0.06343731266968286,0.0,10.789522048766298
16.39039028841917,0.02692658826564659,0.0,0.0
4.31341640056309,0.1046468631093697,0.0,0.0
7.177091281821743,0.06536198506688413,0.0,0.0
8.350737193442187,0.067772919496867,1.6405415905032448,6.572961258041733
6.586440679999565,0.05133194138501632,0.0,0.0
19.541781786043718,0.0446292254355852,0.0,6.5779023618909855
1.8325702057831235,0.19573786945740604,0.0,0.0
19.758904117343892,0.028777957117680518,0.0,0.0
1.7270116614590774,0.2001498537764287,0.0,0.0
9.675670271511626,0.03865753417938612,0.0,0.0
19.782618264479886,0.06261611689249778,0.7940808911963383,18.878802172362963
6.3728681849402715,0.06228321791873064,0.0,0.0
20.476987124698127,0.020679669966501498,0.0,8.46616254476762
22.590985158622228,0.01882528385434018,0.0,0.0
27.88581009633421,0.04368499870176033,0.0,0.0
27.15903101484487,0.016358929192061878,0.0,18.834411048975422
6.527271271457493,0.06544415006672015,2.1846943429834123,4.1928732011256376
10.287817385877002,0.06481316937709398,0.0,0.0
